avg_attacker_episode_rewards,avg_defender_episode_rewards,avg_episode_steps,epsilon_values,hack_probability,attacker_cumulative_reward,defender_cumulative_reward,avg_episode_loss_attacker,avg_episode_loss_defender,lr_list,cumulative_hack_probability
1.0,1.0,11.0,1,0.0,0,0,0.0,0.0,0.0005,0.0
-0.0018095238095238208,0.58,4.61,0.9900493386913721,0.14,0.8190476190476215,57,0.0,0.0,0.0005,0.13861386138613863
-0.02155880230880232,0.61,4.15,0.980197693043223,0.13,-1.3368326118326106,118,0.0,0.0,0.0005,0.13432835820895522
-0.008515873015873011,0.49,4.62,0.970444077784251,0.17,-2.188419913419911,167,0.0,0.0,0.0005,0.1461794019933555
-0.2593809523809524,0.73,4.19,0.9607875174472562,0.09,-30.126515151515157,240,0.0,0.0,0.0005,0.13216957605985039
-0.42699567099567104,0.88,4.24,0.9512270462715811,0.04,-70.82608225108224,328,0.0,0.0,0.0005,0.11377245508982035
-0.16839285714285715,0.67,4.38,0.9417617081065252,0.11,-87.66536796536799,395,0.0,0.0,0.0005,0.11314475873544093
-0.074479797979798,0.67,5.31,0.9323905563157222,0.11,-95.11334776334778,462,0.0,0.0,0.0005,0.11269614835948645
0.24512734487734483,0.37,4.99,0.9231126536824614,0.21,-70.60061327561331,499,0.0,0.0,0.0005,0.12484394506866417
-0.36241666666666666,0.85,4.21,0.9139270723159584,0.05,-106.84227994227999,584,0.0,0.0,0.0005,0.11653718091009989
-0.17782142857142857,0.73,4.01,0.9048328935585562,0.09,-124.62442279942285,657,0.0,0.0,0.0005,0.11388611388611389
-0.1924642857142857,0.67,4.49,0.8958292078938495,0.11,-142.87085137085143,723,0.0,0.0,0.0005,0.11353315168029064
-0.32244841269841273,0.7,4.27,0.886915114855721,0.1,-177.11569264069266,793,0.0,0.0,0.0005,0.11240632805995004
-0.03761507936507937,0.61,4.98,0.8780897229382887,0.13,-178.87720057720063,854,0.0,0.0,0.0005,0.1137586471944658
-0.2692380952380952,0.73,4.06,0.8693521495067424,0.09,-205.8010101010102,927,0.0,0.0,0.0005,0.11206281227694503
0.016579365079365065,0.61,4.45,0.8607015207090729,0.13,-204.1430735930736,988,0.0,0.0,0.0005,0.11325782811459027
-0.03244505494505495,0.61,4.57,0.8521369713886755,0.13,-208.88757908757913,1049,0.0,0.0,0.0005,0.11430356027482823
0.020901154401154396,0.58,4.52,0.843657644997827,0.14,-205.29746364746367,1107,0.0,0.0,0.0005,0.11581422692533803
-0.16725,0.7,4.46,0.8352626935120188,0.1,-222.02246364746372,1177,0.0,0.0,0.0005,0.11493614658523042
-0.04848809523809521,0.61,3.91,0.8269512773451482,0.13,-228.8712731712733,1238,0.0,0.0,0.0005,0.11572856391372961
-0.3528888888888889,0.82,3.97,0.8187225652655491,0.06,-262.1601620601621,1320,0.0,0.0,0.0005,0.11294352823588207
-0.19847619047619047,0.76,4.17,0.8105757343128605,0.08,-281.00778110778117,1395,0.0,0.0,0.0005,0.11137553545930509
-0.17238095238095238,0.67,4.13,0.8025099697157205,0.11,-298.24587634587647,1462,0.0,0.0,0.0005,0.1113130395274875
-0.16355952380952382,0.67,4.2,0.7945244648102819,0.11,-314.6018287268289,1529,0.0,0.0,0.0005,0.11125597566275533
0.09035714285714284,0.52,4.55,0.7866184209595359,0.16,-307.56611444111456,1581,0.0,0.0,0.0005,0.11328613077884214
0.012075396825396809,0.55,4.29,0.7787910474734399,0.15,-305.50143190143206,1636,0.0,0.0,0.0005,0.11475409836065574
-0.12123809523809523,0.52,3.9,0.7710415615298397,0.16,-321.48238428238443,1691,0.0,0.0,0.0005,0.11649365628604383
-0.29347979797979806,0.76,3.83,0.7633691880961806,0.08,-345.8303640803643,1764,0.0,0.0,0.0005,0.11514253980007405
-0.28840476190476194,0.64,3.61,0.7557731598519929,0.12,-374.67084027084053,1828,0.0,0.0,0.0005,0.11531595858621921
0.10035714285714288,0.55,4.35,0.748252717112154,0.15,-368.38512598512625,1886,0.0,0.0,0.0005,0.11651154774215787
-0.30242424242424243,0.61,3.64,0.74080710775091,0.13,-394.8775502275506,1944,0.0,0.0,0.0005,0.1169610129956681
-0.08207142857142856,0.67,3.64,0.7334355871266565,0.11,-404.0846930846934,2010,0.0,0.0,0.0005,0.11673653660109642
-0.2605952380952381,0.73,3.69,0.7261374180074647,0.09,-428.1442168942172,2083,0.0,0.0,0.0005,0.11590128084973446
-0.2556587301587302,0.7,4.12,0.7189118704973512,0.1,-453.7100899100903,2153,0.0,0.0,0.0005,0.11541956982732506
-0.2421269841269841,0.67,3.72,0.7117582219632792,0.11,-477.9227883227888,2220,0.0,0.0,0.0005,0.1152602175830638
-0.3504047619047619,0.85,3.94,0.7046757569628911,0.05,-512.9632645132649,2305,0.0,0.0,0.0005,0.11339617252213653
-0.08557142857142858,0.61,3.48,0.697663767172952,0.13,-521.5204073704075,2366,0.0,0.0,0.0005,0.11385726187170231
-0.0615714285714286,0.64,3.81,0.6907215513185129,0.12,-529.6775502275502,2430,0.0,0.0,0.0005,0.11402323696298297
-0.13155122655122656,0.73,4.17,0.6838484151027725,0.09,-540.8326728826726,2503,0.0,0.0,0.0005,0.11339121283872665
-0.22312698412698415,0.73,3.76,0.6770436711376424,0.09,-563.1453712953709,2576,0.0,0.0,0.0005,0.11279159189951295
-0.16589285714285715,0.67,4.09,0.6703066388750015,0.11,-579.7346570096563,2643,0.0,0.0,0.0005,0.11272181954511372
-0.03606313131313132,0.58,3.9,0.6636366445386316,0.14,-582.3409701409693,2700,0.0,0.0,0.0005,0.11338697878566203
-0.07201515151515153,0.58,4.28,0.657033021056833,0.14,-589.542485292484,2758,0.0,0.0,0.0005,0.11402047131635325
-0.25147619047619046,0.7,3.59,0.6504951079957114,0.1,-614.690104340103,2828,0.0,0.0,0.0005,0.11369448965356893
0.0500238095238095,0.46,4.47,0.6440222514931265,0.18,-609.6877233877218,2874,0.0,0.0,0.0005,0.11520109066121335
-0.2063888888888889,0.7,3.9,0.6376138041932984,0.1,-630.3266122766105,2944,0.0,0.0,0.0005,0.11486336369695624
-0.10948809523809523,0.64,4.23,0.6312691251820646,0.12,-642.77542180042,3008,0.0,0.0,0.0005,0.1149750054336014
-0.32373809523809527,0.79,3.58,0.6249875799227835,0.07,-673.6492313242295,3087,0.0,0.0,0.0005,0.11401829398000425
-0.17505555555555558,0.7,4.04,0.6187685401928729,0.1,-691.154786879785,3157,0.0,0.0,0.0005,0.11372630701937096
-0.2674047619047619,0.67,3.64,0.6126113840209793,0.11,-719.0619297369278,3224,0.0,0.0,0.0005,0.11365027545398898
0.06389224664224663,0.52,3.94,0.6065154956247766,0.16,-711.5060384060365,3276,0.0,0.0,0.0005,0.11457708458308338
-0.521,0.85,3.16,0.6004802653493791,0.05,-762.6060384060363,3360,0.0,0.0,0.0005,0.11331111546755539
-0.023238095238095263,0.61,3.52,0.594505089606372,0.13,-769.9298479298458,3424,0.0,0.0,0.0005,0.11363199384733705
-0.2650714285714286,0.67,3.61,0.5885893708134431,0.11,-791.4369907869884,3488,0.0,0.0,0.0005,0.11356347858894549
-0.021404761904761926,0.61,3.84,0.5827325173346204,0.13,-797.0108003107978,3552,0.0,0.0,0.0005,0.11386780225884095
-0.16740476190476195,0.52,3.74,0.5769339434210992,0.16,-810.3179431679405,3601,0.0,0.0,0.0005,0.11470641701508817
-0.2831547619047619,0.76,3.16,0.5711930691526644,0.08,-840.1334193584166,3677,0.0,0.0,0.0005,0.11408677021960364
-0.007214285714285716,0.61,4.37,0.565509320379691,0.13,-843.604847929845,3741,0.0,0.0,0.0005,0.11436590071917208
-0.36423809523809525,0.79,3.75,0.5598821286657205,0.07,-875.7786574536544,3817,0.0,0.0,0.0005,0.11360110325805896
-0.09529365079365082,0.58,3.88,0.5543109312306146,0.14,-885.3080225330193,3875,0.0,0.0,0.0005,0.11404846636163363
-0.19530952380952382,0.7,4.11,0.5487951708942683,0.1,-906.8389749139715,3945,0.0,0.0,0.0005,0.11381436427262123
-0.2783333333333333,0.64,3.58,0.5433342960208886,0.12,-933.6723082473046,4008,0.0,0.0,0.0005,0.1139157515161449
-0.518,0.88,3.19,0.5379277604638235,0.04,-985.4723082473045,4096,0.0,0.0,0.0005,0.1127237542331882
-0.39891666666666664,0.73,3.34,0.5325750235109391,0.09,-1025.363974913971,4169,0.0,0.0,0.0005,0.11236311696556102
0.018301587301587277,0.52,3.96,0.5272755498305473,0.16,-1027.8671495171454,4224,0.0,0.0,0.0005,0.11310732698015935
-0.300995670995671,0.76,3.89,0.5220288094178624,0.08,-1053.6333832833795,4297,0.0,0.0,0.0005,0.11259806183664052
-0.10138095238095239,0.58,3.87,0.5168342775419988,0.14,-1068.271478521475,4358,0.0,0.0,0.0005,0.1130131798212392
-0.14527777777777776,0.64,3.41,0.5116914346934888,0.12,-1078.2992562992529,4419,0.0,0.0,0.0005,0.11311744515743918
-0.06316666666666668,0.58,3.47,0.506599766532328,0.14,-1084.6159229659197,4477,0.0,0.0,0.0005,0.11351271871783561
-0.23572222222222222,0.67,3.45,0.5015587638365347,0.11,-1108.188145188142,4544,0.0,0.0,0.0005,0.11346181712795247
-0.35100000000000003,0.73,3.38,0.496567922451223,0.09,-1143.2881451881424,4617,0.0,0.0,0.0005,0.1131266961862591
-0.3405,0.76,3.32,0.4916267432381818,0.08,-1176.3381451881428,4692,0.0,0.0,0.0005,0.11266018870581608
0.06076190476190474,0.55,3.64,0.4867347320259549,0.15,-1170.2619547119523,4747,0.0,0.0,0.0005,0.11317872517705874
-0.34390043290043293,0.76,3.72,0.48189139956041893,0.08,-1204.651998001996,4823,0.0,0.0,0.0005,0.11272428434461032
-0.2697380952380952,0.7,3.54,0.4770962614558525,0.1,-1231.6258075258056,4893,0.0,0.0,0.0005,0.11255235778948791
-0.12623809523809523,0.58,3.77,0.4723488381464926,0.14,-1244.249617049615,4951,0.0,0.0,0.0005,0.1129182775629916
-0.21574567099567102,0.67,3.48,0.467648654838573,0.11,-1265.8241841491822,5018,0.0,0.0,0.0005,0.11287988422575977
-0.28575,0.67,3.53,0.46299524146283894,0.11,-1294.399184149182,5085,0.0,0.0,0.0005,0.11284248798857291
-0.12255952380952383,0.61,3.47,0.4583881326275357,0.13,-1306.6551365301348,5146,0.0,0.0,0.0005,0.11306242789385976
-0.344531746031746,0.73,3.52,0.45382686757186447,0.09,-1341.1083111333096,5219,0.0,0.0,0.0005,0.11277053537526896
-0.04957142857142858,0.55,3.86,0.4493109901199013,0.15,-1346.0654539904526,5274,0.0,0.0,0.0005,0.11323584551931008
-0.16373809523809527,0.7,3.76,0.44484004863497356,0.1,-1363.4392635142622,5343,0.0,0.0,0.0005,0.11307246019009999
-0.2347936507936508,0.64,3.26,0.4404135959744933,0.12,-1384.9186285936273,5407,0.0,0.0,0.0005,0.11315693208145348
-0.2375714285714286,0.67,3.42,0.4360311894452362,0.11,-1410.1757714507705,5474,0.0,0.0,0.0005,0.11311890133718829
-0.2920164835164835,0.64,3.67,0.4316923907590687,0.12,-1437.8774198024191,5538,0.0,0.0,0.0005,0.11320080942744912
-0.24873809523809526,0.67,3.13,0.42739676598911336,0.11,-1467.7512293262287,5608,0.0,0.0,0.0005,0.11316315727561463
-0.33333333333333326,0.73,3.53,0.42314388552635285,0.09,-1496.0845626595615,5678,0.0,0.0,0.0005,0.11289384955237763
-0.2421666666666667,0.7,3.26,0.4189333240366638,0.1,-1520.3012293262282,5748,0.0,0.0,0.0005,0.1127456614182278
-0.2813333333333333,0.73,3.39,0.41476466041827703,0.09,-1550.4345626595616,5821,0.0,0.0,0.0005,0.11248721736166345
0.008452380952380944,0.58,3.66,0.41063747775966636,0.14,-1547.5893245643235,5879,0.0,0.0,0.0005,0.11279631502078419
-0.10512698412698417,0.61,3.52,0.4065513632978508,0.13,-1560.102022977022,5940,0.0,0.0,0.0005,0.11298744583935118
-0.2897893217893218,0.67,3.68,0.40250590837711264,0.11,-1588.0809551559544,6006,0.0,0.0,0.0005,0.11295462037138776
0.004444444444444411,0.58,3.66,0.39850070840813034,0.14,-1587.6365107115105,6064,0.0,0.0,0.0005,0.11324855993913704
-0.4813333333333333,0.79,3.05,0.39453536282751267,0.07,-1640.1031773781772,6146,0.0,0.0,0.0005,0.1127835716589614
-0.18703174603174605,0.61,3.88,0.3906094750577395,0.13,-1656.4730186480192,6204,0.0,0.0,0.0005,0.11296670566960962
-0.22953174603174606,0.76,3.31,0.3867226524674988,0.08,-1677.426193251194,6280,0.0,0.0,0.0005,0.11261972423955373
-0.21933333333333338,0.64,3.22,0.38287450633242015,0.12,-1699.3595265845277,6344,0.0,0.0,0.0005,0.11269659410478075
-0.5597936507936508,0.91,3.17,0.3790646517961982,0.03,-1755.3388916638928,6435,0.0,0.0,0.0005,0.11184413977940419
-0.39180952380952383,0.79,3.2,0.375292707832101,0.07,-1794.5198440448453,6514,0.0,0.0,0.0005,0.11141720232629324
-0.263,0.7,3.11,0.37155829720486555,0.1,-1820.8198440448457,6584,0.0,0.0,0.0005,0.1113018886981113
-0.3590714285714286,0.73,3.62,0.3678610464329692,0.09,-1856.7269869019888,6657,0.0,0.0,0.0005,0.1110888911108889
-0.17833333333333332,0.55,3.33,0.36420058575127745,0.15,-1873.560320235322,6711,0.0,0.0,0.0005,0.11147411147411147
-0.07582900432900433,0.52,3.49,0.36057654907406234,0.16,-1885.476554001556,6766,0.0,0.0,0.0005,0.11194980884227036
-0.27066233766233766,0.67,3.51,0.35698857395839245,0.11,-1912.4594544344568,6833,0.0,0.0,0.0005,0.11193088049703913
-0.13983333333333337,0.61,3.45,0.35343630156788247,0.13,-1926.5261211011236,6894,0.0,0.0,0.0005,0.11210460532641092
-0.18099999999999997,0.55,3.84,0.34991937663680617,0.15,-1940.2927877677903,6946,0.0,0.0,0.0005,0.11246547947814493
-0.13732142857142857,0.61,3.35,0.34643744743456717,0.13,-1954.0249306249332,7007,0.0,0.0,0.0005,0.11263088387887935
-0.28055555555555556,0.73,3.78,0.34299016573052,0.09,-1986.4138195138223,7083,0.0,0.0,0.0005,0.11241940005606953
-0.19573809523809527,0.64,3.32,0.33957718675914567,0.12,-2002.987629037632,7144,0.0,0.0,0.0005,0.1124895842977502
-0.10959090909090909,0.67,3.83,0.3361981691855686,0.11,-2014.6133866133898,7211,0.0,0.0,0.0005,0.11246674617007614
-0.4888333333333334,0.85,3.39,0.33285277507142214,0.05,-2061.4967199467237,7296,0.0,0.0,0.0005,0.11189891828015634
-0.018404761904761903,0.55,3.44,0.32954066984104946,0.15,-2062.3371961372004,7350,0.0,0.0,0.0005,0.11224214034771642
-0.2227380952380952,0.64,3.23,0.32626152224804283,0.12,-2084.61100566101,7414,0.0,0.0,0.0005,0.11231140076778859
-0.3356666666666666,0.73,3.41,0.32301500434211516,0.09,-2118.1776723276766,7487,0.0,0.0,0.0005,0.11211397221484824
-0.25292424242424244,0.64,3.22,0.3198007914363015,0.12,-2144.970096570101,7551,0.0,0.0,0.0005,0.11218314182966406
-0.19991666666666666,0.64,3.49,0.3166185620744876,0.12,-2163.4617632367676,7615,0.0,0.0,0.0005,0.11225110859925223
-0.06783333333333334,0.52,3.32,0.31346799799925945,0.16,-2170.2450965701014,7667,0.0,0.0,0.0005,0.11266270149125075
-0.22925,0.64,3.48,0.3103487841200748,0.12,-2193.1700965701016,7731,0.0,0.0,0.0005,0.11272540808477907
-0.3269123376623376,0.7,3.17,0.30726060848175163,0.1,-2225.861330336335,7801,0.0,0.0,0.0005,0.11261757478179815
-0.2690714285714286,0.67,3.25,0.3042031622332665,0.11,-2252.768473193478,7868,0.0,0.0,0.0005,0.11259558020334426
-0.38205555555555554,0.73,3.36,0.30117613959686973,0.09,-2290.974028749033,7941,0.0,0.0,0.0005,0.11240729939171736
-0.06258333333333335,0.58,3.43,0.2981792378375013,0.14,-2300.3156954157,8001,0.0,0.0,0.0005,0.11263531939509132
-0.6168333333333333,0.88,2.79,0.2952121572325153,0.04,-2357.9156954157,8086,0.0,0.0,0.0005,0.1120399967215802
-0.37579365079365074,0.7,3.01,0.29227460104170494,0.1,-2395.495060495065,8156,0.0,0.0,0.0005,0.11194211852694903
-0.2682380952380953,0.76,3.11,0.28936627547762456,0.08,-2422.318870018874,8232,0.0,0.0,0.0005,0.11168454156922829
-0.31122222222222223,0.73,3.12,0.28648688967620767,0.09,-2453.441092241096,8305,0.0,0.0,0.0005,0.1115110791136709
-0.11850000000000005,0.58,3.06,0.28363615566767725,0.14,-2465.2910922410956,8363,0.0,0.0,0.0005,0.1117371637171653
-0.3846666666666667,0.79,3.06,0.2808137883477466,0.07,-2503.7577589077623,8442,0.0,0.0,0.0005,0.11140855050783403
-0.1317380952380952,0.58,3.45,0.27801950544910525,0.14,-2516.931568431572,8500,0.0,0.0,0.0005,0.11163190375751894
-0.20912698412698416,0.73,3.29,0.2752530275131885,0.09,-2537.84426684427,8573,0.0,0.0,0.0005,0.11146422757925742
-0.3641547619047619,0.73,3.14,0.27251407786223053,0.09,-2575.759743034746,8646,0.0,0.0,0.0005,0.11129913083608953
-0.2210714285714286,0.67,3.5,0.26980238257159034,0.11,-2598.8668858918877,8712,0.0,0.0,0.0005,0.11128921456377376
-0.16733333333333333,0.61,3.49,0.26711767044235935,0.13,-2613.600219225221,8773,0.0,0.0,0.0005,0.11143095220059086
-0.012500000000000035,0.55,3.75,0.2644596729742376,0.15,-2614.8502192252204,8828,0.0,0.0,0.0005,0.11172092323885423
-0.12186507936507937,0.58,3.24,0.2618281243386805,0.14,-2627.0367271617274,8886,0.0,0.0,0.0005,0.11193194537721066
-0.20280555555555557,0.64,3.52,0.2592227613523128,0.12,-2647.317282717283,8950,0.0,0.0,0.0005,0.11199170431819865
-0.4296666666666667,0.82,2.96,0.2566433234506087,0.06,-2690.283949383949,9032,0.0,0.0,0.0005,0.11160944048231748
-0.12300000000000001,0.58,3.07,0.25408955266183103,0.14,-2706.750616050616,9093,0.0,0.0,0.0005,0.11181665571856068
-0.6619880952380953,0.91,2.93,0.251561193581232,0.03,-2768.7827589077588,9181,0.0,0.0,0.0005,0.11122382436055359
-0.3080436507936508,0.64,3.42,0.24905799334551096,0.12,-2799.5871239871235,9245,0.0,0.0,0.0005,0.1112869577728221
-0.2836666666666667,0.64,3.15,0.24657970160752318,0.12,-2827.9537906537903,9309,0.0,0.0,0.0005,0.11134918934361832
-0.19633333333333336,0.67,3.36,0.24412607051124421,0.11,-2846.5871239871226,9375,0.0,0.0,0.0005,0.11133962130345365
-0.1286825396825397,0.58,3.32,0.24169685466698065,0.14,-2859.455377955376,9433,0.0,0.0,0.0005,0.11154144074360961
-0.4125,0.76,3.23,0.2392918111268288,0.08,-2902.7053779553758,9509,0.0,0.0,0.0005,0.11132088665128313
-0.19907142857142862,0.64,3.16,0.23691069936037742,0.12,-2920.612520812518,9573,0.0,0.0,0.0005,0.11138115408652177
-0.25732900432900435,0.7,3.14,0.23455328123065203,0.1,-2951.3454212454185,9646,0.0,0.0,0.0005,0.11130266878146335
-0.42340476190476195,0.67,3.09,0.23221932097029852,0.11,-2988.6858974358947,9710,0.0,0.0,0.0005,0.11129374700362989
-0.29108333333333336,0.76,3.33,0.22990858515800353,0.08,-3017.7942307692283,9786,0.0,0.0,0.0005,0.1110808788517788
-0.22633333333333336,0.61,3.14,0.22762084269515043,0.13,-3041.760897435895,9847,0.0,0.0,0.0005,0.11120870211472197
-0.3603571428571428,0.79,3.44,0.22535586478270647,0.07,-3076.4632783882753,9926,0.0,0.0,0.0005,0.11093215220455004
-0.42450000000000004,0.7,3.27,0.2231134248983408,0.1,-3118.9132783882746,9996,0.0,0.0,0.0005,0.11085927604826346
-0.32482900432900436,0.73,3.09,0.22089329877376948,0.09,-3151.896178821175,10068,0.0,0.0,0.0005,0.1107211442950798
-0.29829365079365083,0.79,3.07,0.21869526437232614,0.07,-3180.225543900539,10147,0.0,0.0,0.0005,0.11045325965397014
-0.0207380952380953,0.58,3.53,0.21651910186675627,0.14,-3182.299353424348,10205,0.0,0.0,0.0005,0.11064636298281158
-0.1868888888888889,0.67,3.27,0.21436459361723184,0.11,-3202.9882423132362,10272,0.0,0.0,0.0005,0.11064216609311084
-0.08957142857142858,0.55,3.66,0.21223152414958518,0.15,-3209.945385170379,10327,0.0,0.0,0.0005,0.11089607122121153
-0.1624123376623377,0.61,3.27,0.21011968013375878,0.13,-3226.186618936613,10388,0.0,0.0,0.0005,0.11101852445356067
-0.4058333333333334,0.73,3.02,0.20802885036247035,0.09,-3266.769952269946,10461,0.0,0.0,0.0005,0.11088465702821476
-0.09954761904761905,0.49,3.41,0.20595882573009017,0.17,-3276.7247141747075,10510,0.0,0.0,0.0005,0.11125878108980444
-0.3383409090909091,0.76,3.3,0.20390939921172724,0.08,-3310.558805083798,10586,0.0,0.0,0.0005,0.11106219734607886
-0.08991666666666667,0.64,3.52,0.20188036584252542,0.12,-3321.550471750464,10650,0.0,0.0,0.0005,0.1111180551215549
-0.3410909090909091,0.64,3.24,0.19987152269716466,0.12,-3358.0928959928883,10716,0.0,0.0,0.0005,0.1111732190547171
-0.3515714285714286,0.82,2.82,0.1978826688695654,0.06,-3389.8167055166978,10795,0.0,0.0,0.0005,0.1108573544842911
-0.09508333333333337,0.61,3.51,0.195913605452797,0.13,-3399.325038850031,10856,0.0,0.0,0.0005,0.1109747868228943
-0.20540476190476192,0.64,3.3,0.19396413551918396,0.12,-3421.365515040507,10920,0.0,0.0,0.0005,0.11102981525516736
-0.31905555555555554,0.79,3.24,0.1920340641006117,0.07,-3451.7710705960626,10999,0.0,0.0,0.0005,0.11078116477789225
-0.3565714285714286,0.76,3.02,0.19012319816902712,0.08,-3488.761546786538,11075,0.0,0.0,0.0005,0.11059574724414192
-0.25183333333333335,0.7,3.13,0.1882313466171339,0.1,-3514.611546786538,11145,0.0,0.0,0.0005,0.11053230345488294
-0.2446428571428572,0.61,3.1,0.18635832023927978,0.13,-3537.075832500823,11206,0.0,0.0,0.0005,0.11064817570382715
-0.5341666666666667,0.79,3.06,0.1845039317125339,0.07,-3590.4924991674898,11285,0.0,0.0,0.0005,0.11040766818531447
-0.3891666666666667,0.7,2.58,0.1826679955779523,0.1,-3633.9091658341563,11358,0.0,0.0,0.0005,0.11034645020881124
-0.47522222222222227,0.76,2.61,0.1808503282220301,0.08,-3680.4313880563786,11433,0.0,0.0,0.0005,0.11016899596514823
-0.35208333333333336,0.73,3.14,0.1790507478583385,0.09,-3715.6397213897117,11506,0.0,0.0,0.0005,0.1100517411778385
-0.5059999999999999,0.82,3.13,0.17726907450934348,0.06,-3766.2397213897116,11588,0.0,0.0,0.0005,0.10976244147737126
-0.28022222222222226,0.67,2.84,0.17550512998840695,0.11,-3795.7619436119335,11655,0.0,0.0,0.0005,0.10976380667777715
0.021666666666666654,0.49,3.16,0.17375873788196544,0.17,-3792.0952769452674,11704,0.0,0.0,0.0005,0.11010799382892406
-0.2098021978021978,0.58,3.27,0.17202972353188736,0.14,-3813.0754967254875,11762,0.0,0.0,0.0005,0.11027782512357252
-0.14042424242424242,0.52,2.81,0.17031791401800456,0.16,-3827.1179209679117,11814,0.0,0.0,0.0005,0.1105587254957347
-0.3147575757575758,0.67,3.37,0.16862313814081933,0.11,-3858.5936785436697,11881,0.0,0.0,0.0005,0.1105555867647885
-0.33458333333333334,0.7,2.81,0.16694522640438217,0.1,-3892.0520118770023,11951,0.0,0.0,0.0005,0.11049662030054187
-0.27572222222222226,0.67,3.17,0.16528401099933998,0.11,-3919.6242340992244,12018,0.0,0.0,0.0005,0.11049386145214155
-0.35863888888888895,0.73,3.15,0.163639325786154,0.09,-3958.988122988113,12093,0.0,0.0,0.0005,0.11038064195348324
-0.24900000000000003,0.67,3.1,0.16201100627848367,0.11,-3979.388122988113,12157,0.0,0.0,0.0005,0.11037855062908632
-0.12628174603174602,0.58,3.22,0.1603988896267364,0.14,-3992.016297591287,12215,0.0,0.0,0.0005,0.11054040762799847
-0.34357142857142864,0.73,3.1,0.1588028146017808,0.09,-4026.3734404484294,12288,0.0,0.0,0.0005,0.11042878104450846
-0.5275,0.88,3.09,0.15722262157882166,0.04,-4079.123440448429,12376,0.0,0.0,0.0005,0.11004810550781038
-0.3139047619047619,0.7,3.24,0.15565815252143622,0.1,-4110.513916638904,12446,0.0,0.0,0.0005,0.10999408633944412
-0.3393055555555556,0.73,3.05,0.15410925096576863,0.09,-4146.444472194461,12519,0.0,0.0,0.0005,0.10988717180899417
-0.46678571428571425,0.76,2.82,0.15257576200488188,0.08,-4193.123043623033,12595,0.0,0.0,0.0005,0.10972820594649221
-0.43483333333333335,0.76,3.08,0.15105753227326543,0.08,-4236.606376956365,12671,0.0,0.0,0.0005,0.10957092217342998
-0.4314880952380953,0.76,3.1,0.1495544099314969,0.08,-4277.755186480176,12747,0.0,0.0,0.0005,0.10941529393189832
-0.2496547619047619,0.64,3.1,0.1480662446510568,0.12,-4306.053996003988,12813,0.0,0.0,0.0005,0.10947070833987749
-0.26516666666666666,0.64,3.17,0.14659288759929356,0.12,-4328.237329337324,12874,0.0,0.0,0.0005,0.10952554554450289
-0.36647222222222225,0.7,3.09,0.14513419142453915,0.1,-4366.384551559547,12944,0.0,0.0,0.0005,0.10947619294337081
-0.16933333333333334,0.7,3.21,0.143690010241372,0.1,-4381.817884892881,13014,0.0,0.0,0.0005,0.1094273491057162
-0.06240476190476191,0.64,3.13,0.14226019961602693,0.12,-4390.058361083359,13078,0.0,0.0,0.0005,0.10948156504794626
-0.25297619047619047,0.67,3.38,0.14084461655195007,0.11,-4417.85598013098,13148,0.0,0.0,0.0005,0.10948420998928626
-0.4865,0.79,2.91,0.13944311947549812,0.07,-4462.005980130981,13224,0.0,0.0,0.0005,0.10928379270087812
-0.23149999999999998,0.64,3.05,0.1380555682217789,0.12,-4486.489313464314,13288,0.0,0.0,0.0005,0.10933791222665522
-0.21609090909090908,0.64,3.35,0.1366818240206338,0.12,-4506.765071040073,13352,0.0,0.0,0.0005,0.10939148786493141
-0.2576623376623377,0.64,3.4,0.13532174948275888,0.12,-4534.031304806307,13416,0.0,0.0,0.0005,0.10944452777361131
